name;doi;citation
gender;;"Araújo, T., & Fontainha, E. (2017). Big Missing Data: are scientific memes inherited differently from gendered authorship?. arXiv preprint <https://arxiv.org/pdf/1706.05156>"
rgbif;;"Bosch, S. (2017). Marine Species Distributions: From data to predictive models (Doctoral dissertation, Ghent University). <http://www.vliz.be/imisdocs/publications/303185.pdf>"
taxize;"10.1111/geb.12638";"Branoff, B. L. (2017). Quantifying the influence of urban land use on mangrove biology and ecology: A meta-analysis. Global Ecology and Biogeography. <https://doi.org/10.1111/geb.12638>"
spocc;;"Carota, C., Nava, C. R., Ghiglione, C., & Schiaparelli, S. (2017). A Bayesian semi‐parametric GLMM for historical and newly collected presence‐only data: an applica on to species richness of Ross Sea Mollusca. Preprint - for submissison to Environmetrics. <https://www.univda.it/UploadDocs/16975_WP2017_N15_Nava.pdf>"
rfishbase;"10.1016/b978-0-12-805375-1.00003-9";"Dulvy, N. K., & Kindsvater, H. K. (2017). The Future Species of Anthropocene Seas. Conservation for the Anthropocene Ocean, 39–64. <https://doi.org/10.1016/b978-0-12-805375-1.00003-9>"
rfishbase;;"Jayasankar, J. Computational options for marine fisheries research and management. Advanced Methods for Fish Stock Assessment and Fisheries Management, 136. <http://eprints.cmfri.org.in/12174/1/13-Computational%20options%20for%20marine%20fisheries%20research.pdf>"
rfisheries;;"Jayasankar, J. Computational options for marine fisheries research and management. Advanced Methods for Fish Stock Assessment and Fisheries Management, 136. <http://eprints.cmfri.org.in/12174/1/13-Computational%20options%20for%20marine%20fisheries%20research.pdf>"
nneo;"10.5194/gmd-10-3189-2017";"Metzger, S., Durden, D., Sturtevant, C., Luo, H., Pingintha-Durden, N., Sachs, T., … Desai, A. R. (2017). eddy4R 0.2.0: a DevOps model for community-extensible processing and analysis of eddy-covariance data based on R, Git, Docker, and HDF5. Geoscientific Model Development, 10(9), 3189–3206. <https://doi.org/10.5194/gmd-10-3189-2017>"
rgbif;"10.1016/j.ympev.2017.05.008";"Pereira, A. G., Sterli, J., Moreira, F. R. R., & Schrago, C. G. (2017). Multilocus phylogeny and statistical biogeography clarify the evolutionary history of major lineages of turtles. Molecular Phylogenetics and Evolution. <https://doi.org/10.1016/j.ympev.2017.05.008>"
spocc;;"Pérez-Escobar, O. A., Rodriguez, L. K., & Martel, C. (2017). A new species of Telipogon (Oncidiinae: Orchidaceae) from the paramos of Colombia. Phytotaxa, 305(4), 262-268. <http://www.biotaxa.org/Phytotaxa/article/view/phytotaxa.305.4.2>"
chromer;"10.1111/evo.13226";"Zenil-Ferguson, R., Ponciano, J. M., & Burleigh, J. G. (2017). Testing the association of phenotypes with polyploidy: An example using herbaceous and woody eudicots. Evolution. <https://doi.org/10.1111/evo.13226>"
ropensci;"10.1109/ic2e.2017.40";"Bayser, M. de, & Cerqueira, R. (2017). Integrating MPI with Docker for HPC. 2017 IEEE International Conference on Cloud Engineering (IC2E). <https://doi.org/10.1109/ic2e.2017.40>"
rvertnet;;"Cicero, C., Spencer, C. L., Bloom, D. A., Guralnick, R. P., Koo, M. S., Otegui, J., ... & Wieczorek, J. R. (2017). Biodiversity Informatics and Data Quality on a Global Scale. The Extended Specimen: Emerging Frontiers in Collections-Based Ornithological Research."
GSODR;"10.21105/joss.00177";"H Sparks, A., Hengl, T., & Nelson, A. (2017). GSODR: Global Summary Daily Weather Data in R. The Journal of Open Source Software, 2(10). <https://doi.org/10.21105/joss.00177>"
ropensci;"10.7287/peerj.preprints.3192v1";"Marwick, B., Boettiger, C., & Mullen, L. (2017). Packaging data analytical work reproducibly using R (and friends) (Version 1). PeerJ Preprints. <https://doi.org/10.7287/peerj.preprints.3192v1>"
rfishbase;;"May, J. (2017). A new bioinformatics pipeline to reveal the correlates of molecular evolutionary rates in ray-finned fishes (Doctoral dissertation). <https://atrium.lib.uoguelph.ca/xmlui/bitstream/handle/10214/11918/May_Jacqueline_201710_Msc.pdf?sequence=1&isAllowed=y>"
bold;;"May, J. (2017). A new bioinformatics pipeline to reveal the correlates of molecular evolutionary rates in ray-finned fishes (Doctoral dissertation). <https://atrium.lib.uoguelph.ca/xmlui/bitstream/handle/10214/11918/May_Jacqueline_201710_Msc.pdf?sequence=1&isAllowed=y>"
rfishbase;"10.1098/rsos.170215";"Pedersen, E. J., Thompson, P. L., Ball, R. A., Fortin, M.-J., Gouhier, T. C., Link, H., … Pepin, P. (2017). Signatures of the collapse and incipient recovery of an overexploited marine ecosystem. Royal Society Open Science, 4(7), 170215. <https://doi.org/10.1098/rsos.170215>"
ropensci;"10.3897/tdwgproceedings.1.20084";"Senderov, V., Georgiev, T., Agosti, D., Catapano, T., Sautter, G., Ó Tuama, É., … Penev, L. (2017). OpenBiodiv: an Implementaion of a Semantic System Running on top of the Biodiversity Knowledge Graph. Proceedings of TDWG, 1, e20084. <https://doi.org/10.3897/tdwgproceedings.1.20084>"
helminthR;"10.1186/s40965-017-0026-3";"Singh, S. K. (2017). Evaluating two freely available geocoding tools for geographical inconsistencies and geocoding errors. Open Geospatial Data, Software and Standards, 2(1). <https://doi.org/10.1186/s40965-017-0026-3>"
rentrez;"10.7287/peerj.preprints.3179v1";"Winter, D. J. (2017). rentrez: An R package for the NCBI eUtils API (Version 1). PeerJ Preprints. <https://doi.org/10.7287/peerj.preprints.3179v1>"
stplanr;;"Bearman, N. PopChange-An open source, reproducible research project. Chicago. <http://huckg.is/gisruk2017/GISRUK_2017_paper_9.pdf>"
taxize;"10.1038/s41598-017-00258-w";"Berlemont, R. (2017). Distribution and diversity of enzymes for polysaccharide degradation in fungi. Scientific Reports, 7(1). <https://doi.org/10.1038/s41598-017-00258-w>"
spocc;"10.1111/ele.12860";"Dallas, T., Decker, R. R., & Hastings, A. (2017). Species are not most abundant in the centre of their geographic range or climatic niche. Ecology Letters. <https://doi.org/10.1111/ele.12860>"
taxize;"10.1111/ele.12860";"Dallas, T., Decker, R. R., & Hastings, A. (2017). Species are not most abundant in the centre of their geographic range or climatic niche. Ecology Letters. <https://doi.org/10.1111/ele.12860>"
taxize;"10.1002/ecy.1955";"Hutchinson, M. C., Cagua, E. F., & Stouffer, D. B. (2017). Cophylogenetic signal is detectable in pollination interactions across ecological scales. Ecology. <https://doi.org/10.1002/ecy.1955>"
ropensci;;"Marwick, B. Using R and Related Tools for Reproducible Research in Archaeology. in Kitzes, J., Turek, D., & Deniz, F. (Eds.). (2017). The Practice of Reproducible Research: Case Studies and Lessons from the Data-Intensive Sciences. Oakland, CA: University of California Press. <https://www.practicereproducibleresearch.org/>"
ropensci;"10.7287/peerj.preprints.3163v1";"McNamara A, Horton NJ. (2017) Wrangling categorical data in R. PeerJ Preprints 5:e3163v1 <https://doi.org/10.7287/peerj.preprints.3163v1>"
helminthR;"10.12688/f1000research.11752.1";"Mulder, C. (2017). Pathogenic helminths in the past: Much ado about nothing. F1000Research, 6, 852. <https://doi.org/10.12688/f1000research.11752.1>"
ropensci;;"Coombs, S. K., & Peters, I. (2017). The Leiden Manifesto Under Review: What Libraries Can Learn From It. Digital Library Perspectives. <http://libereurope.eu/wp-content/uploads/2017/03/DLP-Paper.pdf>"
rfishbase;"10.1111/1365-2656.12667";"Martin, B. T., Heintz, R., Danner, E. M., & Nisbet, R. M. (2017). Integrating lipid storage into general representations of fish energetics. Journal of Animal Ecology. <https://doi.org/10.1111/1365-2656.12667>"
rgbif;"10.1007/s10530-017-1594-y";"Mayer, K., Haeuser, E., Dawson, W., Essl, F., Kreft, H., Pergl, J., … van Kleunen, M. (2017). Naturalization of ornamental plant species in public green spaces and private gardens. Biological Invasions. <https://doi.org/10.1007/s10530-017-1594-y>"
rfishbase;"10.1093/biolinnean/blx032";"McCurry, M. R., Fitzgerald, E. M. G., Evans, A. R., Adams, J. W., & Mchenry, C. R. (2017). Skull shape reflects prey size niche in toothed whales. Biological Journal of the Linnean Society. <https://doi.org/10.1093/biolinnean/blx032>"
ropensci;;"Ram, K., Ross, N., & Chamberlain, S. 2017. Lightning talk: A model for peer review and onboarding research software. 4th Workshop on Sustainable Software for Science: Practice and Experiences (WSSSPE4). <https://pdfs.semanticscholar.org/0d9b/e20b0a51f1ad6b92bf7eb430240217de32c1.pdf>"
gender;;"Rosen, A. S. (2017). Correlations, trends and potential biases among publicly accessible web-based student evaluations of teaching: a large-scale study of RateMyProfessors. com data. Assessment & Evaluation in Higher Education, 1-14. <https://sites.northwestern.edu/rosen/files/2017/02/POSTPRINT_RMP-1e3n8l9.pdf>"
rerddap;"10.3354/meps12052";"Mendez, L., Borsa, P., Cruz, S., de Grissac, S., Hennicke, J., Lallemand, J., … Weimerskirch, H. (2017). Geographical variation in the foraging behaviour of the pantropical red-footed booby. Marine Ecology Progress Series, 568, 217–230. <https://doi.org/10.3354/meps12052>"
ropensci;;"Smith, A. M., Niemeyer, K. E., Katz, D. S., Barba, L. A., Githinji, G., Gymrek, M., ... & Prins, P. (2017). Journal of Open Source Software (JOSS): design and first-year review. arXiv preprint. <https://arxiv.org/pdf/1707.02264.pdf>"
ropensci;"10.12688/f1000research.12037.1";"Tennant, J. P., Dugan, J. M., Graziotin, D., Jacques, D. C., Waldner, F., Mietchen, D., … Colomb, J. (2017). A multi-disciplinary perspective on emergent and future innovations in peer review. F1000Research, 6, 1151. <https://doi.org/10.12688/f1000research.12037.1>"
treeBASE;"10.1111/j.2041-210x.2012.00247.x";"Boettiger, C., & Temple Lang, D. (2012). Treebase: an R package for discovery, access and manipulation of online phylogenies. Methods in Ecology and Evolution, 3(6), 1060–1066. doi:10.1111/j.2041-210x.2012.00247.x"
rfishbase;"10.1073/pnas.1710920114";"Landis, M. J., & Schraiber, J. G. (2017). Pulsed evolution shaped modern vertebrate body sizes. Proceedings of the National Academy of Sciences, 201710920. doi:10.1073/pnas.1710920114"
gender;"10.16995/dscn.284";"Weingart, S. B., & Eichmann-Kalwara, N. (2017). What’s Under the Big Tent?: A Study of ADHO Conference Abstracts. Digital Studies/Le Champ Numérique, 7(1). doi:10.16995/dscn.284"
spocc;;"Salmon, M. 2017. Mapping waxwings annual migration without Twitter. <http://www.masalmon.eu/2017/04/08/spocc/>"
bikedata;;"Wehrwein, A. 2017. Heat maps with Divvy data 2. blog post. <http://austinwehrwein.com/data-visualization/heatmaps-with-divvy-data/>"
taxize;;"Muñoz, G. 2017. Ecological Event Miner: mines ecological events from published literature. <https://github.com/fgabriel1891/Ecological_event_miner>"
fulltext;;"Muñoz, G. 2017. Ecological Event Miner: mines ecological events from published literature. <https://github.com/fgabriel1891/Ecological_event_miner>"
monkeylearn;;"Muñoz, G. 2017. Ecological Event Miner: mines ecological events from published literature. <https://github.com/fgabriel1891/Ecological_event_miner>"
tesseract;;"Glander, S. 2017. How to do Optical Character Recognition (OCR) of non-English documents in R using Tesseract. <https://shiring.github.io/text_analysis/2017/07/17/ocr_tesseract>"
ropensci;;"Lou Woodley. (2017, July 17). Considering Community: What types of community are there? (Part one, science edition). [Blog post]. Retrieved from https://socialinsilico.wordpress.com/2017/06/28/considering-community-what-types-of-community-are-there-part-one-science-edition/"
magick;;"McGowan, L.D. & Salmon, M. 2017. The making of 'We R-Ladies'. <http://livefreeordichotomize.com/2017/07/18/the-making-of-we-r-ladies>"
rgbif;"10.1038/s41598-017-15334-4";"Chalmandrier, L., Albouy, C., & Pellissier, L. (2017). Species pool distributions along functional trade-offs shape plant productivity–diversity relationships. Scientific Reports, 7(1). <https://doi.org/10.1038/s41598-017-15334-4>"
taxize;"10.1038/s41598-017-15334-4";"Chalmandrier, L., Albouy, C., & Pellissier, L. (2017). Species pool distributions along functional trade-offs shape plant productivity–diversity relationships. Scientific Reports, 7(1). <https://doi.org/10.1038/s41598-017-15334-4>"
lingtypology;"10.1177/1367006917740060";"Maisak, T. (2017). Repetitive prefix in Agul: Morphological copy from a closely related language. International Journal of Bilingualism, 136700691774006. <https://doi.org/10.1177/1367006917740060>"
stplanr;"10.1007/978-3-319-68041-5_5";"Ramasubramanian, L., & Albrecht, J. (2017). Placemaking: Why Everything Is Local. The Urban Book Series, 87–110. <https://doi.org/10.1007/978-3-319-68041-5_5>"
pdftools;;"Marx, S., Barbeito, G., Fleming, K., Petrovic, B., Pickl, S., Thieken, A., & Zeidler, M. 2017. Synthesis Report on Disaster Risk Reduction and Climate Change Adaptation in Germany. Chicago <http://bit.ly/2kfB5td>"
monkeylearn;;"Armstrong, J. S., Berger, R., Boatright, R., Brewer, M., Cuzán, A. G., Dye, R. G., ... & Jones Jr, R. J. (2017). The 2016 Presidential Election: The Causes and Consequences of a Political Earthquake. Lexington Books. Chicago <http://bit.ly/2B8Lilz>"
rotl;"10.1111/jav.01580";"Matthews, A. E., Klimov, P. B., Proctor, H. C., Dowling, A. P. G., Diener, L., Hager, S. B., … Boves, T. J. (2017). Cophylogenetic assessment of New World warblers (Parulidae) and their symbiotic feather mites (Proctophyllodidae). Journal of Avian Biology. <https://doi.org/10.1111/jav.01580>"
rsnps;;"Roy, A., Ghosal, S., & Choudhury, K. R. (2017). High dimensional Single Index Bayesian Modeling of the Brain Atrophy over time. arXiv preprint arXiv:1712.06743. <https://arxiv.org/abs/1712.06743>"
rgbif;;"Sánchez-Tapia, A., de Siqueira, M., Lima, R., Barros, F., Gall, G., Gadelha, L., and da Silva, L. Model-R: A Framework for Scalable and Reproducible Ecological Niche Modeling. In High Performance Computing - Fourth Latin American Conference, CARLA 2017. Communications in Computer and Information Science, vol. 796. Springer, 2017 <http://www.lncc.br/~lgadelha/publications/model-r-carla-2017.pdf>"
taxize;;"Sánchez-Tapia, A., de Siqueira, M., Lima, R., Barros, F., Gall, G., Gadelha, L., and da Silva, L. Model-R: A Framework for Scalable and Reproducible Ecological Niche Modeling. In High Performance Computing - Fourth Latin American Conference, CARLA 2017. Communications in Computer and Information Science, vol. 796. Springer, 2017 <http://www.lncc.br/~lgadelha/publications/model-r-carla-2017.pdf>"
biomartr;"10.1093/bioinformatics/btx835";"Drost, H.-G., Gabel, A., Liu, J., Quint, M., & Grosse, I. (2017). myTAI: evolutionary transcriptomics with R. Bioinformatics. <https://doi.org/10.1093/bioinformatics/btx835>"
taxize;"10.1093/bioinformatics/btx835";"Drost, H.-G., Gabel, A., Liu, J., Quint, M., & Grosse, I. (2017). myTAI: evolutionary transcriptomics with R. Bioinformatics. <https://doi.org/10.1093/bioinformatics/btx835>"
brranching;"10.1016/j.foreco.2017.12.001";"Van de Peer, T., Mereu, S., Verheyen, K., María Costa Saura, J., Morillas, L., Roales, J., … Muys, B. (2018). Tree seedling vitality improves with functional diversity in a Mediterranean common garden experiment. Forest Ecology and Management, 409, 614–633. <https://doi.org/10.1016/j.foreco.2017.12.001>"
tidyhydat;"10.21105/joss.00511";"Albers, S. (2017). tidyhydat: Extract and Tidy Canadian Hydrometric Data. The Journal of Open Source Software, 2(20), 511. <https://doi.org/10.21105/joss.00511>"
RSelenium;;"Dolnicar, S. (2017). Peer-to-Peer Accommodation Networks: Pushing the boundaries. <http://www.oapen.org/download?type=document&docid=640674>"
spocc;"10.3119/16-13";"Oldham, K. A., & Weeks, A. (2017). Varieties of Melampyrum Lineare (Orobanchaceae) Revisited. Rhodora. <http://www.rhodorajournal.org/doi/abs/10.3119/16-13>"
rentrez;"10.1093/nar/gkx1321";"Krawczyk, P. S., Lipinski, L., & Dziembowski, A. (2018). PlasFlow: predicting plasmid sequences in metagenomic data using genome signatures. Nucleic Acids Research. <https://doi.org/10.1093/nar/gkx1321>"
textreuse;;" Shoub, K. 2017. Shifting Debate to Shift Policy: How Frames Influence Policy. <https://pdfs.semanticscholar.org/3997/a040748a3bb6a66085240bdf8b771a641efe.pdf>"
taxize;;" Vaidya, G. G. (2017). Taxonomic Checklists as Biodiversity Data: How Series of Checklists can Provide Information on Synonymy, Circumscription Change and Taxonomic Discovery (Doctoral dissertation, University of Colorado at Boulder). <https://search.proquest.com/openview/e04ca58442fa1725c8bc31b2cc0abf0f/1?pq-origsite=gscholar&cbl=18750&diss=y>"
ropenaq;"10.1007/s10586-017-1667-9";"Selvi, S., & Chandrasekaran, M. (2018). Performance evaluation of mathematical predictive modeling for air quality forecasting. Cluster Computing. <https://doi.org/10.1007/s10586-017-1667-9>"
rgbif;"10.1186/s40663-017-0120-0";"Serra-Diaz, J. M., Enquist, B. J., Maitner, B., Merow, C., & Svenning, J.-C. (2017). Big data of tree species distributions: how big and how good? Forest Ecosystems, 4(1). <https://doi.org/10.1186/s40663-017-0120-0>"
skmir;"10.3389/fpsyg.2017.02229";"Sinval, J., Marques-Pinto, A., Queirós, C., & Marôco, J. (2018). Work Engagement among Rescue Workers: Psychometric Properties of the Portuguese UWES. Frontiers in Psychology, 8. <https://doi.org/10.3389/fpsyg.2017.02229>"
ckanr;;"Gay, Amy: Broadway, Meredith, Carrano, Joe, Kostelic, Charlotte, and Potterbusch, Megan, 'Blending Collaborations and Bridging Gaps: Digital Preservation Communities of Practice - ND SR Lightning Talks' (2017). Library Scholarship. 37. <https://orb.binghamton.edu/librarian_fac/37>"
rotl;"10.1038/s41598-018-20596-7";"Santorelli, S., Magnusson, W. E., & Deus, C. P. (2018). Most species are not limited by an Amazonian river postulated to be a border between endemism areas. Scientific Reports, 8(1). <https://doi.org/10.1038/s41598-018-20596-7>"
taxize;"10.1111/ele.12909";"Emer, C., Galetti, M., Pizo, M. A., Guimarães, P. R., Moraes, S., Piratelli, A., & Jordano, P. (2018). Seed-dispersal interactions in fragmented landscapes - a metanetwork approach. Ecology Letters. <https://doi.org/10.1111/ele.12909>"
taxize;"10.1101/253930";"Surabhi, S., Avvaru, A. K., Sowpati, D. T., & Mishra, R. K. (2018). Patterns of microsatellite distribution reflect the evolution of biological complexity. <https://doi.org/10.1101/253930>"
taxize;"10.1186/s12864-018-4488-1";"Khorramdelazad, M., Bar, I., Whatmore, P., Smetham, G., Bhaaskaria, V., Yang, Y., … Ford, R. (2018). Transcriptome profiling of lentil (Lens culinaris) through the first 24 hours of Ascochyta lentis infection reveals key defence response genes. BMC Genomics, 19(1). <https://doi.org/10.1186/s12864-018-4488-1> "
rAltmetric;"10.1371/journal.pone.0191124";"Ruano, J., Aguilar-Luque, M., Gómez-Garcia, F., Alcalde Mellado, P., Gay-Mimbrera, J., Carmona-Fernandez, P. J., … Isla-Tejera, B. (2018). The differential impact of scientific quality, bibliometric factors, and social media activity on the influence of systematic reviews and meta-analyses about psoriasis. PLOS ONE, 13(1), e0191124. <https://doi.org/10.1371/journal.pone.0191124>"
rentrez;"10.1101/260398";"Claypool, K., & Patel, C. J. (2018). A transcript-wide association study in physical activity intervention implicates molecular pathways in chronic disease. <https://doi.org/10.1101/260398>"
rdefra;"10.1002/2017ea000326";"Vitolo, C., Scutari, M., Ghalaieny, M., Tucker, A., & Russell, A. (2018). Modelling air pollution, climate and health data using Bayesian Networks: a case study of the English regions. Earth and Space Science. <https://doi.org/10.1002/2017ea000326>"
pdftools;"10.2308/jeta-52063";"Krotov, V., & Tennyson, M. (2018). Scraping Financial Data from the Web Using R Language. Journal of Emerging Technologies in Accounting. <https://doi.org/10.2308/jeta-52063>"
biomartr;"10.1093/bioinformatics/bty088";"Gogleva, A., Drost, H.-G., & Schornack, S. (2018). SecretSanta: flexible pipelines for functional secretome prediction. Bioinformatics. <https://doi.org/10.1093/bioinformatics/bty088>"
rentrez;"10.1093/database/bay004";"Chen, L., Heikkinen, L., Wang, C., Yang, Y., Knott, K. E., & Wong, G. (2018). miRToolsGallery: a tag-based and rankable microRNA bioinformatics resources database portal. Database, 2018. <https://doi.org/10.1093/database/bay004>"
taxize;"10.1007/978-3-319-71404-2_8";"Borcard D., Gillet F., Legendre P. (2018) Community Diversity. In: Numerical Ecology with R. Use R! Springer, Cham <https://doi.org/10.1007/978-3-319-71404-2_8>"
rcrossref;;"Cho, H., & Yu, Y. (2018). Link prediction for interdisciplinary collaboration via co-authorship network. arXiv preprint arXiv:1803.06249. <https://arxiv.org/pdf/1803.06249.pdf>"
rAltmetric;"10.1007/s11192-018-2678-x";"Nabout, J. C., Teresa, F. B., Machado, K. B., do Prado, V. H. M., Bini, L. M., & Diniz-Filho, J. A. F. (2018). Do traditional scientometric indicators predict social media activity on scientific knowledge? An analysis of the ecological literature. Scientometrics. <https://doi.org/10.1007/s11192-018-2678-x>"
rgbif;"10.1002/ajb2.1014";"Sanyal, A., Lenoir, J., O’Neill, C., Dubois, F., & Decocq, G. (2018). Intraspecific and interspecific adaptive latitudinal cline in Brassicaceae seed oil traits. American Journal of Botany, 105(1), 85–94. <https://doi.org/10.1002/ajb2.1014>"
rentrez;"10.1093/database/bay011";"Lakiotaki, K., Vorniotakis, N., Tsagris, M., Georgakopoulos, G., & Tsamardinos, I. (2018). BioDataome: a collection of uniformly preprocessed and automatically annotated datasets for data-driven biology. Database, 2018. <https://doi.org/10.1093/database/bay011>"
taxize;"10.1101/274068";"Vieilledent, G., Fischer, F. J., Chave, J., Guibal, D., Langbour, P., & Gérard, J. (2018). New formula and conversion factor to compute tree species basic wood density from a global wood technology database. bioRxiv, 274068. <https://doi.org/10.1101/274068>"
taxa;"10.12688/f1000research.14013.1";"Foster, Z. S. L., Chamberlain, S., & Grünwald, N. J. (2018). Taxa: An R package implementing data standards and methods for taxonomic data. F1000Research, 7, 272. <https://doi.org/10.12688/f1000research.14013.1>"
taxize;"10.12688/f1000research.14013.1";"Foster, Z. S. L., Chamberlain, S., & Grünwald, N. J. (2018). Taxa: An R package implementing data standards and methods for taxonomic data. F1000Research, 7, 272. <https://doi.org/10.12688/f1000research.14013.1>"
rotl;"10.1038/s41467-018-03500-9";"Farquharson, K. A., Hogg, C. J., & Grueber, C. E. (2018). A meta-analysis of birth-origin effects on reproduction in diverse captive environments. Nature Communications, 9(1). <https://doi.org/10.1038/s41467-018-03500-9>"
rgbif;"10.1111/ecog.03473";"Bemmels, J. B., Wright, S. J., Garwood, N. C., Queenborough, S. A., Valencia, R., & Dick, C. W. (2018). Filter-dispersal assembly of lowland Neotropical rainforests across the Andes. Ecography. <https://doi.org/10.1111/ecog.03473>"
brranching;"10.1111/ecog.03473";"Bemmels, J. B., Wright, S. J., Garwood, N. C., Queenborough, S. A., Valencia, R., & Dick, C. W. (2018). Filter-dispersal assembly of lowland Neotropical rainforests across the Andes. Ecography. <https://doi.org/10.1111/ecog.03473>"
biomartr;"10.1016/j.ccell.2018.01.021";" Ng, P. K.-S., Li, J., Jeong, K. J., Shao, S., Chen, H., Tsang, Y. H., … Mills, G. B. (2018). Systematic Functional Annotation of Somatic Mutations in Cancer. Cancer Cell, 33(3), 450–462.e10. <https://doi.org/10.1016/j.ccell.2018.01.021>"
taxize;"10.1038/sdata.2018.22";" Bennett, J. M., Calosi, P., Clusella-Trullas, S., Martínez, B., Sunday, J., Algar, A. C., … Morales-Castilla, I. (2018). GlobTherm, a global database on thermal tolerances for aquatic and terrestrial organisms. Scientific Data, 5, 180022. <https://doi.org/10.1038/sdata.2018.22>"
taxize;"10.1016/j.ecolind.2018.02.059";" Correia, R. A., Jarić, I., Jepson, P., Malhado, A. C. M., Alves, J. A., & Ladle, R. J. (2018). Nomenclature instability in species culturomic assessments: Why synonyms matter. Ecological Indicators, 90, 74–78. <https://doi.org/10.1016/j.ecolind.2018.02.059>"
rentrez;"10.1152/physiolgenomics.00127.2017";" Reibe, S., Hjorth, M., Febbraio, M. A., & Whitham, M. (2018). GeneXX: An online tool for the exploration of transcript changes in skeletal muscle associated with exercise. Physiological genomics. <https://doi.org/10.1152/physiolgenomics.00127.2017>"
skmir;"10.3389/fpsyg.2018.00353";" Sinval, J., Pasian, S., Queirós, C., & Marôco, J. (2018). Brazil-Portugal Transcultural Adaptation of the UWES-9: Internal Consistency, Dimensionality, and Measurement Invariance. Frontiers in Psychology, 9. <https://doi.org/10.3389/fpsyg.2018.00353>"
webchem;"10.1007/s00216-018-0997-7";" Bergmann, A. J., Scott, R. P., Wilson, G., & Anderson, K. A. (2018). Development of quantitative screen for 1550 chemicals with GC-MS. Analytical and Bioanalytical Chemistry, 1-10. <https://link.springer.com/article/10.1007/s00216-018-0997-7>"
rcrossref;;"Dion, Michelle L., Jane L. Sumner, and Sara McLaughlin Mitchell. Gendered Citation Patterns across Political Science and Social Science Methodology Fields., Forthcoming, Political Analysis. See also the Appendix for the paper and the replication materials."
rgbif;"10.1073/pnas.1712629115";"Gearty, W., McClain, C. R., & Payne, J. L. (2018). Energetic tradeoffs control the size distribution of aquatic mammals. Proceedings of the National Academy of Sciences, 201712629. <https://doi.org/10.1073/pnas.1712629115>"
ijtiff;"10.21105/joss.00633";"Nolan, R., & Padilla-Parra, S. (2018). ijtiff: An R package providing TIFF I/O for ImageJ users. Journal of Open Source Software, 3(23), 633. <https://doi.org/10.21105/joss.00633>"
iheatmapr;"10.2147/cmar.s156709";"Gershanov, S., Toledano, H., Michowiz, S., Barinfeld, O., Pinhasov, A., Goldenberg-Cohen, N., & Salmon-Divon, M. (2018). MicroRNA&ndash,mRNA expression profiles associated with medulloblastoma subgroup 4. Cancer Management and Research, Volume 10, 339–352. <https://doi.org/10.2147/cmar.s156709>"
oai;"10.3389/frma.2017.00013";"Peters, I., Kraker, P., Lex, E., Gumpenberger, C., & Gorraiz, J. I. (2017). Zenodo in the Spotlight of Traditional and New Metrics. Frontiers in Research Metrics and Analytics, 2. <https://doi.org/10.3389/frma.2017.00013>"
visdat;"10.21105/joss.00355";"Tierney, N. (2017). visdat: Visualising Whole Data Frames. The Journal of Open Source Software, 2(16), 355. <https://doi.org/10.21105/joss.00355>"
tokenizers;"10.21105/joss.00655";"A. Mullen, L., Benoit, K., Keyes, O., Selivanov, D., & Arnold, J. (2018). Fast, Consistent Tokenization of Natural Language Text. Journal of Open Source Software, 3(23), 655. https://doi.org/10.21105/joss.00655"
textreuse;"10.21105/joss.00655";"A. Mullen, L., Benoit, K., Keyes, O., Selivanov, D., & Arnold, J. (2018). Fast, Consistent Tokenization of Natural Language Text. Journal of Open Source Software, 3(23), 655. https://doi.org/10.21105/joss.00655"
spocc;"10.1111/1365-2656.12721";"Sales, L. P., Ribeiro, B. R., Hayward, M. W., Paglia, A., Passamani, M., & Loyola, R. (2017). Niche conservatism and the invasive potential of the wild boar. Journal of Animal Ecology, 86(5), 1214–1223. doi:10.1111/1365-2656.12721"
plotly;;"Essl, A., Ortner, A., Haas, R., & Hettegger, P. (2017, June). Machine learning analysis for a flexibility energy approach towards renewable energy integration with dynamic forecasting of electricity balancing power. In European Energy Market (EEM), 2017 14th International Conference on the (pp. 1-6). IEEE."
rnoaa;"10.1080/01584197.2017.1315310";"Grosser, S., Scofield, R. P., & Waters, J. M. (2017). Multivariate skeletal analyses support a taxonomic distinction between New Zealand and Australian Eudyptula penguins (Sphenisciformes: Spheniscidae). Emu - Austral Ornithology, 117(3), 276–283. doi:10.1080/01584197.2017.1315310"
bold;"10.3897/bdj.5.e10792";"Bowser, M., Morton, J., Hanson, J., Magness, D., & Okuly, M. (2017). Arthropod and oligochaete assemblages from grasslands of the southern Kenai Peninsula, Alaska. Biodiversity Data Journal, 5, e10792. doi:10.3897/bdj.5.e10792"
bold;"10.1111/1755-0998.12770";"Divoll, T. J., Brown, V. A., Kinne, J., McCracken, G. F., & O’Keefe, J. M. (2018). Disparities in second-generation DNA metabarcoding results exposed with accessible and repeatable workflows. Molecular Ecology Resources. doi:10.1111/1755-0998.12770"
bold;"10.1111/1365-2664.13036";"Cravens, Z. M., Brown, V. A., Divoll, T. J., & Boyles, J. G. (2017). Illuminating prey selection in an insectivorous bat community exposed to artificial light at night. Journal of Applied Ecology, 55(2), 705–713. doi:10.1111/1365-2664.13036"
fingertipsR;"10.1101/189167";"Fox, S., Flowers, J., Thelwall, S., Flint, D., & Hain, D. (2017). fingertipsR: an R package for accessing population health information in England. doi:10.1101/189167"
